url,latitude,longitude
https://olx.ba/artikal/69508130,,
https://olx.ba/artikal/46988300,,
https://olx.ba/artikal/65224826,,
https://olx.ba/artikal/71780823,,
https://olx.ba/artikal/68018536,,
https://olx.ba/artikal/68145263,,
https://olx.ba/artikal/56140875,,
https://olx.ba/artikal/66994823,,
https://olx.ba/artikal/70864880,,
https://olx.ba/artikal/67240359,,
https://olx.ba/artikal/69286041,,
